client,available,held,total,locked
2151,1,0,1,false
2152,1,0,1,false
2153,1,0,1,false
2154,1,0,1,false
2155,1,0,1,false
2156,1,0,1,false
2157,1,0,1,false
2158,1,0,1,false
2159,1,0,1,false
216,1,0,1,false
2160,1,0,1,false
2161,1,0,1,false
2162,1,0,1,false
2163,1,0,1,false
2164,1,0,1,false
2165,1,0,1,false
2166,1,0,1,false
2167,1,0,1,false
2168,1,0,1,false
2169,1,0,1,false
217,1,0,1,false
2170,1,0,1,false
2171,1,0,1,false
2172,1,0,1,false
2173,1,0,1,false
2174,1,0,1,false
2175,1,0,1,false
2176,1,0,1,false
2177,1,0,1,false
2178,1,0,1,false
2179,1,0,1,false
218,1,0,1,false
2180,1,0,1,false
2181,1,0,1,false
2182,1,0,1,false
2183,1,0,1,false
2184,1,0,1,false
2185,1,0,1,false
2186,1,0,1,false
2187,1,0,1,false
2188,1,0,1,false
2189,1,0,1,false
219,1,0,1,false
2190,1,0,1,false
2191,1,0,1,false
2192,1,0,1,false
2193,1,0,1,false
2194,1,0,1,false
2195,1,0,1,false
2196,1,0,1,false
2197,1,0,1,false
2198,1,0,1,false
2199,1,0,1,false
22,1,0,1,false
220,1,0,1,false
2200,1,0,1,false
2201,1,0,1,false
2202,1,0,1,false
2203,1,0,1,false
2204,1,0,1,false
2205,1,0,1,false
2206,1,0,1,false
2207,1,0,1,false
2208,1,0,1,false
2209,1,0,1,false
221,1,0,1,false
2210,1,0,1,false
2211,1,0,1,false
2212,1,0,1,false
2213,1,0,1,false
2214,1,0,1,false
2215,1,0,1,false
2216,1,0,1,false
2217,1,0,1,false
2218,1,0,1,false
2219,1,0,1,false
222,1,0,1,false
2220,1,0,1,false
2221,1,0,1,false
2222,1,0,1,false
2223,1,0,1,false
2224,1,0,1,false
2225,1,0,1,false
2226,1,0,1,false
2227,1,0,1,false
2228,1,0,1,false
2229,1,0,1,false
223,1,0,1,false
2230,1,0,1,false
2231,1,0,1,false
2232,1,0,1,false
2233,1,0,1,false
2234,1,0,1,false
2235,1,0,1,false
2236,1,0,1,false
2237,1,0,1,false
2238,1,0,1,false
2239,1,0,1,false
224,1,0,1,false
2240,1,0,1,false
2241,1,0,1,false
2242,1,0,1,false
2243,1,0,1,false
2244,1,0,1,false
2245,1,0,1,false
2246,1,0,1,false
2247,1,0,1,false
2248,1,0,1,false
2249,1,0,1,false
225,1,0,1,false
2250,1,0,1,false
2251,1,0,1,false
2252,1,0,1,false
2253,1,0,1,false
2254,1,0,1,false
2255,1,0,1,false
2256,1,0,1,false
2257,1,0,1,false
2258,1,0,1,false
2259,1,0,1,false
226,1,0,1,false
2260,1,0,1,false
2261,1,0,1,false
2262,1,0,1,false
2263,1,0,1,false
2264,1,0,1,false
2265,1,0,1,false
2266,1,0,1,false
2267,1,0,1,false
2268,1,0,1,false
2269,1,0,1,false
227,1,0,1,false
2270,1,0,1,false
2271,1,0,1,false
2272,1,0,1,false
2273,1,0,1,false
2274,1,0,1,false
2275,1,0,1,false
2276,1,0,1,false
2277,1,0,1,false
2278,1,0,1,false
2279,1,0,1,false
228,1,0,1,false
2280,1,0,1,false
2281,1,0,1,false
2282,1,0,1,false
2283,1,0,1,false
2284,1,0,1,false
2285,1,0,1,false
2286,1,0,1,false
2287,1,0,1,false
2288,1,0,1,false
2289,1,0,1,false
229,1,0,1,false
2290,1,0,1,false
2291,1,0,1,false
2292,1,0,1,false
2293,1,0,1,false
2294,1,0,1,false
2295,1,0,1,false
2296,1,0,1,false
2297,1,0,1,false
2298,1,0,1,false
2299,1,0,1,false
23,1,0,1,false
230,1,0,1,false
2300,1,0,1,false
2301,1,0,1,false
2302,1,0,1,false
2303,1,0,1,false
2304,1,0,1,false
2305,1,0,1,false
2306,1,0,1,false
2307,1,0,1,false
2308,1,0,1,false
2309,1,0,1,false
231,1,0,1,false
2310,1,0,1,false
2311,1,0,1,false
2312,1,0,1,false
2313,1,0,1,false
2314,1,0,1,false
2315,1,0,1,false
2316,1,0,1,false
2317,1,0,1,false
2318,1,0,1,false
2319,1,0,1,false
232,1,0,1,false
2320,1,0,1,false
2321,1,0,1,false
2322,1,0,1,false
2323,1,0,1,false
2324,1,0,1,false
2325,1,0,1,false
2326,1,0,1,false
2327,1,0,1,false
2328,1,0,1,false
2329,1,0,1,false
233,1,0,1,false
2330,1,0,1,false
2331,1,0,1,false
2332,1,0,1,false
2333,1,0,1,false
2334,1,0,1,false
2335,1,0,1,false
2336,1,0,1,false
2337,1,0,1,false
2338,1,0,1,false
2339,1,0,1,false
234,1,0,1,false
2340,1,0,1,false
2341,1,0,1,false
2342,1,0,1,false
2343,1,0,1,false
2344,1,0,1,false
2345,1,0,1,false
2346,1,0,1,false
2347,1,0,1,false
2348,1,0,1,false
2349,1,0,1,false
235,1,0,1,false
2350,1,0,1,false
2351,1,0,1,false
2352,1,0,1,false
2353,1,0,1,false
2354,1,0,1,false
2355,1,0,1,false
2356,1,0,1,false
2357,1,0,1,false
2358,1,0,1,false
2359,1,0,1,false
236,1,0,1,false
2360,1,0,1,false
2361,1,0,1,false
2362,1,0,1,false
2363,1,0,1,false
2364,1,0,1,false
2365,1,0,1,false
2366,1,0,1,false
2367,1,0,1,false
2368,1,0,1,false
2369,1,0,1,false
237,1,0,1,false
2370,1,0,1,false
2371,1,0,1,false
2372,1,0,1,false
2373,1,0,1,false
2374,1,0,1,false
2375,1,0,1,false
2376,1,0,1,false
2377,1,0,1,false
2378,1,0,1,false
2379,1,0,1,false
238,1,0,1,false
2380,1,0,1,false
2381,1,0,1,false
2382,1,0,1,false
2383,1,0,1,false
2384,1,0,1,false
2385,1,0,1,false
2386,1,0,1,false
2387,1,0,1,false
2388,1,0,1,false
2389,1,0,1,false
239,1,0,1,false
2390,1,0,1,false
2391,1,0,1,false
2392,1,0,1,false
2393,1,0,1,false
2394,1,0,1,false
2395,1,0,1,false
2396,1,0,1,false
2397,1,0,1,false
2398,1,0,1,false
2399,1,0,1,false
24,1,0,1,false
240,1,0,1,false
2400,1,0,1,false
2401,1,0,1,false
2402,1,0,1,false
2403,1,0,1,false
2404,1,0,1,false
2405,1,0,1,false
2406,1,0,1,false
2407,1,0,1,false
2408,1,0,1,false
2409,1,0,1,false
241,1,0,1,false
2410,1,0,1,false
2411,1,0,1,false
2412,1,0,1,false
2413,1,0,1,false
2414,1,0,1,false
2415,1,0,1,false
2416,1,0,1,false
2417,1,0,1,false
2418,1,0,1,false
2419,1,0,1,false
242,1,0,1,false
2420,1,0,1,false
2421,1,0,1,false
2422,1,0,1,false
2423,1,0,1,false
2424,1,0,1,false
2425,1,0,1,false
2426,1,0,1,false
2427,1,0,1,false
2428,1,0,1,false
2429,1,0,1,false
243,1,0,1,false
2430,1,0,1,false
2431,1,0,1,false
2432,1,0,1,false
2433,1,0,1,false
2434,1,0,1,false
2435,1,0,1,false
2436,1,0,1,false
2437,1,0,1,false
2438,1,0,1,false
2439,1,0,1,false
244,1,0,1,false
2440,1,0,1,false
2441,1,0,1,false
2442,1,0,1,false
2443,1,0,1,false
2444,1,0,1,false
2445,1,0,1,false
2446,1,0,1,false
2447,1,0,1,false
2448,1,0,1,false
2449,1,0,1,false
245,1,0,1,false
2450,1,0,1,false
2451,1,0,1,false
2452,1,0,1,false
2453,1,0,1,false
2454,1,0,1,false
2455,1,0,1,false
2456,1,0,1,false
2457,1,0,1,false
2458,1,0,1,false
2459,1,0,1,false
246,1,0,1,false
2460,1,0,1,false
2461,1,0,1,false
2462,1,0,1,false
2463,1,0,1,false
2464,1,0,1,false
2465,1,0,1,false
2466,1,0,1,false
2467,1,0,1,false
2468,1,0,1,false
2469,1,0,1,false
247,1,0,1,false
2470,1,0,1,false
2471,1,0,1,false
2472,1,0,1,false
2473,1,0,1,false
2474,1,0,1,false
2475,1,0,1,false
2476,1,0,1,false
2477,1,0,1,false
2478,1,0,1,false
2479,1,0,1,false
248,1,0,1,false
2480,1,0,1,false
2481,1,0,1,false
2482,1,0,1,false
2483,1,0,1,false
2484,1,0,1,false
2485,1,0,1,false
2486,1,0,1,false
2487,1,0,1,false
2488,1,0,1,false
2489,1,0,1,false
249,1,0,1,false
2490,1,0,1,false
2491,1,0,1,false
2492,1,0,1,false
2493,1,0,1,false
2494,1,0,1,false
2495,1,0,1,false
2496,1,0,1,false
2497,1,0,1,false
2498,1,0,1,false
2499,1,0,1,false
25,1,0,1,false
250,1,0,1,false
2500,1,0,1,false
2501,1,0,1,false
2502,1,0,1,false
2503,1,0,1,false
2504,1,0,1,false
2505,1,0,1,false
2506,1,0,1,false
2507,1,0,1,false
2508,1,0,1,false
2509,1,0,1,false
251,1,0,1,false
2510,1,0,1,false
2511,1,0,1,false
2512,1,0,1,false
2513,1,0,1,false
2514,1,0,1,false
2515,1,0,1,false
2516,1,0,1,false
2517,1,0,1,false
2518,1,0,1,false
2519,1,0,1,false
252,1,0,1,false
2520,1,0,1,false
2521,1,0,1,false
2522,1,0,1,false
2523,1,0,1,false
2524,1,0,1,false
2525,1,0,1,false
2526,1,0,1,false
2527,1,0,1,false
2528,1,0,1,false
2529,1,0,1,false
253,1,0,1,false
2530,1,0,1,false
2531,1,0,1,false
2532,1,0,1,false
2533,1,0,1,false
2534,1,0,1,false
2535,1,0,1,false
2536,1,0,1,false
2537,1,0,1,false
2538,1,0,1,false
2539,1,0,1,false
254,1,0,1,false
2540,1,0,1,false
2541,1,0,1,false
2542,1,0,1,false
2543,1,0,1,false
2544,1,0,1,false
2545,1,0,1,false
2546,1,0,1,false
2547,1,0,1,false
2548,1,0,1,false
2549,1,0,1,false
255,1,0,1,false
2550,1,0,1,false
2551,1,0,1,false
2552,1,0,1,false
2553,1,0,1,false
2554,1,0,1,false
2555,1,0,1,false
2556,1,0,1,false
2557,1,0,1,false
2558,1,0,1,false
2559,1,0,1,false
256,1,0,1,false
2560,1,0,1,false
2561,1,0,1,false
2562,1,0,1,false
2563,1,0,1,false
2564,1,0,1,false
2565,1,0,1,false
2566,1,0,1,false
2567,1,0,1,false
2568,1,0,1,false
2569,1,0,1,false
257,1,0,1,false
2570,1,0,1,false
2571,1,0,1,false
2572,1,0,1,false
2573,1,0,1,false
2574,1,0,1,false
2575,1,0,1,false
2576,1,0,1,false
2577,1,0,1,false
2578,1,0,1,false
2579,1,0,1,false
258,1,0,1,false
2580,1,0,1,false
2581,1,0,1,false
2582,1,0,1,false
2583,1,0,1,false
2584,1,0,1,false
2585,1,0,1,false
2586,1,0,1,false
2587,1,0,1,false
2588,1,0,1,false
2589,1,0,1,false
259,1,0,1,false
2590,1,0,1,false
2591,1,0,1,false
2592,1,0,1,false
2593,1,0,1,false
2594,1,0,1,false
2595,1,0,1,false
2596,1,0,1,false
2597,1,0,1,false
2598,1,0,1,false
2599,1,0,1,false
26,1,0,1,false
260,1,0,1,false
2600,1,0,1,false
2601,1,0,1,false
2602,1,0,1,false
2603,1,0,1,false
2604,1,0,1,false
2605,1,0,1,false
2606,1,0,1,false
2607,1,0,1,false
2608,1,0,1,false
2609,1,0,1,false
261,1,0,1,false
2610,1,0,1,false
2611,1,0,1,false
2612,1,0,1,false
2613,1,0,1,false
2614,1,0,1,false
2615,1,0,1,false
2616,1,0,1,false
2617,1,0,1,false
2618,1,0,1,false
2619,1,0,1,false
262,1,0,1,false
2620,1,0,1,false
2621,1,0,1,false
2622,1,0,1,false
2623,1,0,1,false
2624,1,0,1,false
2625,1,0,1,false
2626,1,0,1,false
2627,1,0,1,false
2628,1,0,1,false
2629,1,0,1,false
263,1,0,1,false
2630,1,0,1,false
2631,1,0,1,false
2632,1,0,1,false
2633,1,0,1,false
2634,1,0,1,false
2635,1,0,1,false
2636,1,0,1,false
2637,1,0,1,false
2638,1,0,1,false
2639,1,0,1,false
264,1,0,1,false
2640,1,0,1,false
2641,1,0,1,false
2642,1,0,1,false
2643,1,0,1,false
2644,1,0,1,false
2645,1,0,1,false
2646,1,0,1,false
2647,1,0,1,false
2648,1,0,1,false
2649,1,0,1,false
265,1,0,1,false
2650,1,0,1,false
2651,1,0,1,false
2652,1,0,1,false
2653,1,0,1,false
2654,1,0,1,false
2655,1,0,1,false
2656,1,0,1,false
2657,1,0,1,false
2658,1,0,1,false
2659,1,0,1,false
266,1,0,1,false
2660,1,0,1,false
2661,1,0,1,false
2662,1,0,1,false
2663,1,0,1,false
2664,1,0,1,false
2665,1,0,1,false
2666,1,0,1,false
2667,1,0,1,false
2668,1,0,1,false
2669,1,0,1,false
267,1,0,1,false
2670,1,0,1,false
2671,1,0,1,false
2672,1,0,1,false
2673,1,0,1,false
2674,1,0,1,false
2675,1,0,1,false
2676,1,0,1,false
2677,1,0,1,false
2678,1,0,1,false
2679,1,0,1,false
268,1,0,1,false
2680,1,0,1,false
2681,1,0,1,false
2682,1,0,1,false
2683,1,0,1,false
2684,1,0,1,false
2685,1,0,1,false
2686,1,0,1,false
2687,1,0,1,false
2688,1,0,1,false
2689,1,0,1,false
269,1,0,1,false
2690,1,0,1,false
2691,1,0,1,false
2692,1,0,1,false
2693,1,0,1,false
2694,1,0,1,false
2695,1,0,1,false
2696,1,0,1,false
2697,1,0,1,false
2698,1,0,1,false
2699,1,0,1,false
27,1,0,1,false
270,1,0,1,false
2700,1,0,1,false
2701,1,0,1,false
2702,1,0,1,false
2703,1,0,1,false
2704,1,0,1,false
2705,1,0,1,false
2706,1,0,1,false
2707,1,0,1,false
2708,1,0,1,false
2709,1,0,1,false
271,1,0,1,false
2710,1,0,1,false
2711,1,0,1,false
2712,1,0,1,false
2713,1,0,1,false
2714,1,0,1,false
2715,1,0,1,false
2716,1,0,1,false
2717,1,0,1,false
2718,1,0,1,false
2719,1,0,1,false
272,1,0,1,false
2720,1,0,1,false
2721,1,0,1,false
2722,1,0,1,false
2723,1,0,1,false
2724,1,0,1,false
2725,1,0,1,false
2726,1,0,1,false
2727,1,0,1,false
2728,1,0,1,false
2729,1,0,1,false
273,1,0,1,false
2730,1,0,1,false
2731,1,0,1,false
2732,1,0,1,false
2733,1,0,1,false
2734,1,0,1,false
2735,1,0,1,false
2736,1,0,1,false
2737,1,0,1,false
2738,1,0,1,false
2739,1,0,1,false
274,1,0,1,false
2740,1,0,1,false
2741,1,0,1,false
2742,1,0,1,false
2743,1,0,1,false
2744,1,0,1,false
2745,1,0,1,false
2746,1,0,1,false
2747,1,0,1,false
2748,1,0,1,false
2749,1,0,1,false
275,1,0,1,false
2750,1,0,1,false
2751,1,0,1,false
2752,1,0,1,false
2753,1,0,1,false
2754,1,0,1,false
2755,1,0,1,false
2756,1,0,1,false
2757,1,0,1,false
2758,1,0,1,false
2759,1,0,1,false
276,1,0,1,false
2760,1,0,1,false
2761,1,0,1,false
2762,1,0,1,false
2763,1,0,1,false
2764,1,0,1,false
2765,1,0,1,false
2766,1,0,1,false
2767,1,0,1,false
2768,1,0,1,false
2769,1,0,1,false
277,1,0,1,false
2770,1,0,1,false
2771,1,0,1,false
2772,1,0,1,false
2773,1,0,1,false
2774,1,0,1,false
2775,1,0,1,false
2776,1,0,1,false
2777,1,0,1,false
2778,1,0,1,false
2779,1,0,1,false
278,1,0,1,false
2780,1,0,1,false
2781,1,0,1,false
2782,1,0,1,false
2783,1,0,1,false
2784,1,0,1,false
2785,1,0,1,false
2786,1,0,1,false
2787,1,0,1,false
2788,1,0,1,false
2789,1,0,1,false
279,1,0,1,false
2790,1,0,1,false
2791,1,0,1,false
2792,1,0,1,false
2793,1,0,1,false
2794,1,0,1,false
2795,1,0,1,false
2796,1,0,1,false
2797,1,0,1,false
2798,1,0,1,false
2799,1,0,1,false
28,1,0,1,false
280,1,0,1,false
2800,1,0,1,false
2801,1,0,1,false
2802,1,0,1,false
2803,1,0,1,false
2804,1,0,1,false
2805,1,0,1,false
2806,1,0,1,false
2807,1,0,1,false
2808,1,0,1,false
2809,1,0,1,false
281,1,0,1,false
2810,1,0,1,false
2811,1,0,1,false
2812,1,0,1,false
2813,1,0,1,false
2814,1,0,1,false
2815,1,0,1,false
2816,1,0,1,false
2817,1,0,1,false
2818,1,0,1,false
2819,1,0,1,false
282,1,0,1,false
2820,1,0,1,false
2821,1,0,1,false
2822,1,0,1,false
2823,1,0,1,false
2824,1,0,1,false
2825,1,0,1,false
2826,1,0,1,false
2827,1,0,1,false
2828,1,0,1,false
2829,1,0,1,false
283,1,0,1,false
2830,1,0,1,false
2831,1,0,1,false
2832,1,0,1,false
2833,1,0,1,false
2834,1,0,1,false
2835,1,0,1,false
2836,1,0,1,false
2837,1,0,1,false
2838,1,0,1,false
2839,1,0,1,false
284,1,0,1,false
2840,1,0,1,false
2841,1,0,1,false
2842,1,0,1,false
2843,1,0,1,false
2844,1,0,1,false
2845,1,0,1,false
2846,1,0,1,false
2847,1,0,1,false
2848,1,0,1,false
2849,1,0,1,false
285,1,0,1,false
2850,1,0,1,false
2851,1,0,1,false
2852,1,0,1,false
2853,1,0,1,false
2854,1,0,1,false
2855,1,0,1,false
2856,1,0,1,false
2857,1,0,1,false
2858,1,0,1,false
2859,1,0,1,false
286,1,0,1,false
2860,1,0,1,false
2861,1,0,1,false
2862,1,0,1,false
2863,1,0,1,false
2864,1,0,1,false
2865,1,0,1,false
2866,1,0,1,false
2867,1,0,1,false
2868,1,0,1,false
2869,1,0,1,false
287,1,0,1,false
2870,1,0,1,false
2871,1,0,1,false
2872,1,0,1,false
2873,1,0,1,false
2874,1,0,1,false
2875,1,0,1,false
2876,1,0,1,false
2877,1,0,1,false
2878,1,0,1,false
2879,1,0,1,false
288,1,0,1,false
2880,1,0,1,false
2881,1,0,1,false
2882,1,0,1,false
2883,1,0,1,false
2884,1,0,1,false
2885,1,0,1,false
2886,1,0,1,false
2887,1,0,1,false
2888,1,0,1,false
2889,1,0,1,false
289,1,0,1,false
2890,1,0,1,false
2891,1,0,1,false
2892,1,0,1,false
2893,1,0,1,false
2894,1,0,1,false
2895,1,0,1,false
2896,1,0,1,false
2897,1,0,1,false
2898,1,0,1,false
2899,1,0,1,false
29,1,0,1,false
290,1,0,1,false
2900,1,0,1,false
2901,1,0,1,false
2902,1,0,1,false
2903,1,0,1,false
2904,1,0,1,false
2905,1,0,1,false
2906,1,0,1,false
2907,1,0,1,false
2908,1,0,1,false
2909,1,0,1,false
291,1,0,1,false
2910,1,0,1,false
2911,1,0,1,false
2912,1,0,1,false
2913,1,0,1,false
2914,1,0,1,false
2915,1,0,1,false
2916,1,0,1,false
2917,1,0,1,false
2918,1,0,1,false
2919,1,0,1,false
292,1,0,1,false
2920,1,0,1,false
2921,1,0,1,false
2922,1,0,1,false
2923,1,0,1,false
2924,1,0,1,false
2925,1,0,1,false
2926,1,0,1,false
2927,1,0,1,false
2928,1,0,1,false
2929,1,0,1,false
293,1,0,1,false
2930,1,0,1,false
2931,1,0,1,false
2932,1,0,1,false
2933,1,0,1,false
2934,1,0,1,false
2935,1,0,1,false
2936,1,0,1,false
2937,1,0,1,false
2938,1,0,1,false
2939,1,0,1,false
294,1,0,1,false
2940,1,0,1,false
2941,1,0,1,false
2942,1,0,1,false
2943,1,0,1,false
2944,1,0,1,false
2945,1,0,1,false
2946,1,0,1,false
2947,1,0,1,false
2948,1,0,1,false
2949,1,0,1,false
295,1,0,1,false
2950,1,0,1,false
2951,1,0,1,false
2952,1,0,1,false
2953,1,0,1,false
2954,1,0,1,false
2955,1,0,1,false
2956,1,0,1,false
2957,1,0,1,false
2958,1,0,1,false
2959,1,0,1,false
296,1,0,1,false
2960,1,0,1,false
2961,1,0,1,false
2962,1,0,1,false
2963,1,0,1,false
2964,1,0,1,false
2965,1,0,1,false
2966,1,0,1,false
2967,1,0,1,false
2968,1,0,1,false
2969,1,0,1,false
297,1,0,1,false
2970,1,0,1,false
2971,1,0,1,false
2972,1,0,1,false
2973,1,0,1,false
2974,1,0,1,false
2975,1,0,1,false
2976,1,0,1,false
2977,1,0,1,false
2978,1,0,1,false
2979,1,0,1,false
298,1,0,1,false
2980,1,0,1,false
2981,1,0,1,false
2982,1,0,1,false
2983,1,0,1,false
2984,1,0,1,false
2985,1,0,1,false
2986,1,0,1,false
2987,1,0,1,false
2988,1,0,1,false
2989,1,0,1,false
299,1,0,1,false
2990,1,0,1,false
2991,1,0,1,false
2992,1,0,1,false
2993,1,0,1,false
2994,1,0,1,false
2995,1,0,1,false
2996,1,0,1,false
2997,1,0,1,false
2998,1,0,1,false
2999,1,0,1,false
3,1,0,1,false
30,1,0,1,false
300,1,0,1,false
3000,1,0,1,false
3001,1,0,1,false
3002,1,0,1,false
3003,1,0,1,false
3004,1,0,1,false
3005,1,0,1,false
3006,1,0,1,false
3007,1,0,1,false
3008,1,0,1,false
3009,1,0,1,false
301,1,0,1,false
3010,1,0,1,false
3011,1,0,1,false
3012,1,0,1,false
3013,1,0,1,false
3014,1,0,1,false
3015,1,0,1,false
3016,1,0,1,false
3017,1,0,1,false
3018,1,0,1,false
3019,1,0,1,false
302,1,0,1,false
3020,1,0,1,false
3021,1,0,1,false
3022,1,0,1,false
3023,1,0,1,false
3024,1,0,1,false
3025,1,0,1,false
3026,1,0,1,false
3027,1,0,1,false
3028,1,0,1,false
3029,1,0,1,false
303,1,0,1,false
3030,1,0,1,false
3031,1,0,1,false
3032,1,0,1,false
3033,1,0,1,false
3034,1,0,1,false
3035,1,0,1,false
3036,1,0,1,false
3037,1,0,1,false
3038,1,0,1,false
3039,1,0,1,false
304,1,0,1,false
3040,1,0,1,false
3041,1,0,1,false
3042,1,0,1,false
3043,1,0,1,false
3044,1,0,1,false
3045,1,0,1,false
3046,1,0,1,false
3047,1,0,1,false
3048,1,0,1,false
3049,1,0,1,false
305,1,0,1,false
3050,1,0,1,false
3051,1,0,1,false
3052,1,0,1,false
3053,1,0,1,false
3054,1,0,1,false
3055,1,0,1,false
3056,1,0,1,false
3057,1,0,1,false
3058,1,0,1,false
3059,1,0,1,false
306,1,0,1,false
3060,1,0,1,false
3061,1,0,1,false
3062,1,0,1,false
3063,1,0,1,false
3064,1,0,1,false
3065,1,0,1,false
3066,1,0,1,false
3067,1,0,1,false
3068,1,0,1,false
3069,1,0,1,false
307,1,0,1,false
3070,1,0,1,false
3071,1,0,1,false
3072,1,0,1,false
3073,1,0,1,false
3074,1,0,1,false
3075,1,0,1,false
3076,1,0,1,false
3077,1,0,1,false
3078,1,0,1,false
3079,1,0,1,false
308,1,0,1,false
3080,1,0,1,false
3081,1,0,1,false
3082,1,0,1,false
3083,1,0,1,false
3084,1,0,1,false
3085,1,0,1,false
3086,1,0,1,false
3087,1,0,1,false
3088,1,0,1,false
3089,1,0,1,false
309,1,0,1,false
3090,1,0,1,false
3091,1,0,1,false
3092,1,0,1,false
3093,1,0,1,false
3094,1,0,1,false
3095,1,0,1,false
3096,1,0,1,false
3097,1,0,1,false
3098,1,0,1,false
3099,1,0,1,false
31,1,0,1,false
310,1,0,1,false
3100,1,0,1,false
3101,1,0,1,false
3102,1,0,1,false
3103,1,0,1,false
3104,1,0,1,false
3105,1,0,1,false
3106,1,0,1,false
3107,1,0,1,false
3108,1,0,1,false
3109,1,0,1,false
311,1,0,1,false
3110,1,0,1,false
3111,1,0,1,false
3112,1,0,1,false
3113,1,0,1,false
3114,1,0,1,false
3115,1,0,1,false
3116,1,0,1,false
3117,1,0,1,false
3118,1,0,1,false
3119,1,0,1,false
312,1,0,1,false
3120,1,0,1,false
3121,1,0,1,false
3122,1,0,1,false
3123,1,0,1,false
3124,1,0,1,false
3125,1,0,1,false
3126,1,0,1,false
3127,1,0,1,false
3128,1,0,1,false
3129,1,0,1,false
313,1,0,1,false
3130,1,0,1,false
3131,1,0,1,false
3132,1,0,1,false
3133,1,0,1,false
3134,1,0,1,false
3135,1,0,1,false
3136,1,0,1,false
3137,1,0,1,false
3138,1,0,1,false
3139,1,0,1,false
314,1,0,1,false
3140,1,0,1,false
3141,1,0,1,false
3142,1,0,1,false
3143,1,0,1,false
3144,1,0,1,false
3145,1,0,1,false
3146,1,0,1,false
3147,1,0,1,false
3148,1,0,1,false
3149,1,0,1,false
315,1,0,1,false
3150,1,0,1,false
3151,1,0,1,false
3152,1,0,1,false
3153,1,0,1,false
3154,1,0,1,false
3155,1,0,1,false
3156,1,0,1,false
3157,1,0,1,false
3158,1,0,1,false
3159,1,0,1,false
316,1,0,1,false
3160,1,0,1,false
3161,1,0,1,false
3162,1,0,1,false
3163,1,0,1,false
3164,1,0,1,false
3165,1,0,1,false
3166,1,0,1,false
3167,1,0,1,false
3168,1,0,1,false
3169,1,0,1,false
317,1,0,1,false
3170,1,0,1,false
3171,1,0,1,false
3172,1,0,1,false
3173,1,0,1,false
3174,1,0,1,false
3175,1,0,1,false
3176,1,0,1,false
3177,1,0,1,false
3178,1,0,1,false
3179,1,0,1,false
318,1,0,1,false
3180,1,0,1,false
3181,1,0,1,false
3182,1,0,1,false
3183,1,0,1,false
3184,1,0,1,false
3185,1,0,1,false
3186,1,0,1,false
3187,1,0,1,false
3188,1,0,1,false
3189,1,0,1,false
319,1,0,1,false
3190,1,0,1,false
3191,1,0,1,false
3192,1,0,1,false
3193,1,0,1,false
3194,1,0,1,false
3195,1,0,1,false
3196,1,0,1,false
3197,1,0,1,false
3198,1,0,1,false
3199,1,0,1,false
32,1,0,1,false
320,1,0,1,false
3200,1,0,1,false
3201,1,0,1,false
3202,1,0,1,false
3203,1,0,1,false
3204,1,0,1,false
3205,1,0,1,false
3206,1,0,1,false
3207,1,0,1,false
3208,1,0,1,false
3209,1,0,1,false
321,1,0,1,false
3210,1,0,1,false
3211,1,0,1,false
3212,1,0,1,false
3213,1,0,1,false
3214,1,0,1,false
3215,1,0,1,false
3216,1,0,1,false
3217,1,0,1,false
3218,1,0,1,false
3219,1,0,1,false
322,1,0,1,false
3220,1,0,1,false
3221,1,0,1,false
3222,1,0,1,false
3223,1,0,1,false
3224,1,0,1,false
3225,1,0,1,false
3226,1,0,1,false
3227,1,0,1,false
3228,1,0,1,false
3229,1,0,1,false
323,1,0,1,false
3230,1,0,1,false
3231,1,0,1,false
3232,1,0,1,false
3233,1,0,1,false
3234,1,0,1,false
3235,1,0,1,false
3236,1,0,1,false
3237,1,0,1,false
3238,1,0,1,false
3239,1,0,1,false
324,1,0,1,false
3240,1,0,1,false
3241,1,0,1,false
3242,1,0,1,false
3243,1,0,1,false
3244,1,0,1,false
3245,1,0,1,false
3246,1,0,1,false
3247,1,0,1,false
3248,1,0,1,false
3249,1,0,1,false
325,1,0,1,false
3250,1,0,1,false
3251,1,0,1,false
3252,1,0,1,false
3253,1,0,1,false
3254,1,0,1,false
3255,1,0,1,false
3256,1,0,1,false
3257,1,0,1,false
3258,1,0,1,false
3259,1,0,1,false
326,1,0,1,false
3260,1,0,1,false
3261,1,0,1,false
3262,1,0,1,false
3263,1,0,1,false
3264,1,0,1,false
3265,1,0,1,false
3266,1,0,1,false
3267,1,0,1,false
3268,1,0,1,false
3269,1,0,1,false
327,1,0,1,false
3270,1,0,1,false
3271,1,0,1,false
3272,1,0,1,false
3273,1,0,1,false
3274,1,0,1,false
3275,1,0,1,false
3276,1,0,1,false
3277,1,0,1,false
3278,1,0,1,false
3279,1,0,1,false
328,1,0,1,false
3280,1,0,1,false
3281,1,0,1,false
3282,1,0,1,false
3283,1,0,1,false
3284,1,0,1,false
3285,1,0,1,false
3286,1,0,1,false
3287,1,0,1,false
3288,1,0,1,false
3289,1,0,1,false
329,1,0,1,false
3290,1,0,1,false
3291,1,0,1,false
3292,1,0,1,false
3293,1,0,1,false
3294,1,0,1,false
3295,1,0,1,false
3296,1,0,1,false
3297,1,0,1,false
3298,1,0,1,false
3299,1,0,1,false
33,1,0,1,false
330,1,0,1,false
3300,1,0,1,false
3301,1,0,1,false
3302,1,0,1,false
3303,1,0,1,false
3304,1,0,1,false
3305,1,0,1,false
