type,client,tx,amount
deposit,2408,2408,1
deposit,2409,2409,1
deposit,2410,2410,1
deposit,2411,2411,1
deposit,2412,2412,1
deposit,2413,2413,1
deposit,2414,2414,1
deposit,2415,2415,1
deposit,2416,2416,1
deposit,2417,2417,1
deposit,2418,2418,1
deposit,2419,2419,1
deposit,2420,2420,1
deposit,2421,2421,1
deposit,2422,2422,1
deposit,2423,2423,1
deposit,2424,2424,1
deposit,2425,2425,1
deposit,2426,2426,1
deposit,2427,2427,1
deposit,2428,2428,1
deposit,2429,2429,1
deposit,2430,2430,1
deposit,2431,2431,1
deposit,2432,2432,1
deposit,2433,2433,1
deposit,2434,2434,1
deposit,2435,2435,1
deposit,2436,2436,1
deposit,2437,2437,1
deposit,2438,2438,1
deposit,2439,2439,1
deposit,2440,2440,1
deposit,2441,2441,1
deposit,2442,2442,1
deposit,2443,2443,1
deposit,2444,2444,1
deposit,2445,2445,1
deposit,2446,2446,1
deposit,2447,2447,1
deposit,2448,2448,1
deposit,2449,2449,1
deposit,2450,2450,1
deposit,2451,2451,1
deposit,2452,2452,1
deposit,2453,2453,1
deposit,2454,2454,1
deposit,2455,2455,1
deposit,2456,2456,1
deposit,2457,2457,1
deposit,2458,2458,1
deposit,2459,2459,1
deposit,2460,2460,1
deposit,2461,2461,1
deposit,2462,2462,1
deposit,2463,2463,1
deposit,2464,2464,1
deposit,2465,2465,1
deposit,2466,2466,1
deposit,2467,2467,1
deposit,2468,2468,1
deposit,2469,2469,1
deposit,2470,2470,1
deposit,2471,2471,1
deposit,2472,2472,1
deposit,2473,2473,1
deposit,2474,2474,1
deposit,2475,2475,1
deposit,2476,2476,1
deposit,2477,2477,1
deposit,2478,2478,1
deposit,2479,2479,1
deposit,2480,2480,1
deposit,2481,2481,1
deposit,2482,2482,1
deposit,2483,2483,1
deposit,2484,2484,1
deposit,2485,2485,1
deposit,2486,2486,1
deposit,2487,2487,1
deposit,2488,2488,1
deposit,2489,2489,1
deposit,2490,2490,1
deposit,2491,2491,1
deposit,2492,2492,1
deposit,2493,2493,1
deposit,2494,2494,1
deposit,2495,2495,1
deposit,2496,2496,1
deposit,2497,2497,1
deposit,2498,2498,1
deposit,2499,2499,1
deposit,2500,2500,1
deposit,2501,2501,1
deposit,2502,2502,1
deposit,2503,2503,1
deposit,2504,2504,1
deposit,2505,2505,1
deposit,2506,2506,1
deposit,2507,2507,1
deposit,2508,2508,1
deposit,2509,2509,1
deposit,2510,2510,1
deposit,2511,2511,1
deposit,2512,2512,1
deposit,2513,2513,1
deposit,2514,2514,1
deposit,2515,2515,1
deposit,2516,2516,1
deposit,2517,2517,1
deposit,2518,2518,1
deposit,2519,2519,1
deposit,2520,2520,1
deposit,2521,2521,1
deposit,2522,2522,1
deposit,2523,2523,1
deposit,2524,2524,1
deposit,2525,2525,1
deposit,2526,2526,1
deposit,2527,2527,1
deposit,2528,2528,1
deposit,2529,2529,1
deposit,2530,2530,1
deposit,2531,2531,1
deposit,2532,2532,1
deposit,2533,2533,1
deposit,2534,2534,1
deposit,2535,2535,1
deposit,2536,2536,1
deposit,2537,2537,1
deposit,2538,2538,1
deposit,2539,2539,1
deposit,2540,2540,1
deposit,2541,2541,1
deposit,2542,2542,1
deposit,2543,2543,1
deposit,2544,2544,1
deposit,2545,2545,1
deposit,2546,2546,1
deposit,2547,2547,1
deposit,2548,2548,1
deposit,2549,2549,1
deposit,2550,2550,1
deposit,2551,2551,1
deposit,2552,2552,1
deposit,2553,2553,1
deposit,2554,2554,1
deposit,2555,2555,1
deposit,2556,2556,1
deposit,2557,2557,1
deposit,2558,2558,1
deposit,2559,2559,1
deposit,2560,2560,1
deposit,2561,2561,1
deposit,2562,2562,1
deposit,2563,2563,1
deposit,2564,2564,1
deposit,2565,2565,1
deposit,2566,2566,1
deposit,2567,2567,1
deposit,2568,2568,1
deposit,2569,2569,1
deposit,2570,2570,1
deposit,2571,2571,1
deposit,2572,2572,1
deposit,2573,2573,1
deposit,2574,2574,1
deposit,2575,2575,1
deposit,2576,2576,1
deposit,2577,2577,1
deposit,2578,2578,1
deposit,2579,2579,1
deposit,2580,2580,1
deposit,2581,2581,1
deposit,2582,2582,1
deposit,2583,2583,1
deposit,2584,2584,1
deposit,2585,2585,1
deposit,2586,2586,1
deposit,2587,2587,1
deposit,2588,2588,1
deposit,2589,2589,1
deposit,2590,2590,1
deposit,2591,2591,1
deposit,2592,2592,1
deposit,2593,2593,1
deposit,2594,2594,1
deposit,2595,2595,1
deposit,2596,2596,1
deposit,2597,2597,1
deposit,2598,2598,1
deposit,2599,2599,1
deposit,2600,2600,1
deposit,2601,2601,1
deposit,2602,2602,1
deposit,2603,2603,1
deposit,2604,2604,1
deposit,2605,2605,1
deposit,2606,2606,1
deposit,2607,2607,1
deposit,2608,2608,1
deposit,2609,2609,1
deposit,2610,2610,1
deposit,2611,2611,1
deposit,2612,2612,1
deposit,2613,2613,1
deposit,2614,2614,1
deposit,2615,2615,1
deposit,2616,2616,1
deposit,2617,2617,1
deposit,2618,2618,1
deposit,2619,2619,1
deposit,2620,2620,1
deposit,2621,2621,1
deposit,2622,2622,1
deposit,2623,2623,1
deposit,2624,2624,1
deposit,2625,2625,1
deposit,2626,2626,1
deposit,2627,2627,1
deposit,2628,2628,1
deposit,2629,2629,1
deposit,2630,2630,1
deposit,2631,2631,1
deposit,2632,2632,1
deposit,2633,2633,1
deposit,2634,2634,1
deposit,2635,2635,1
deposit,2636,2636,1
deposit,2637,2637,1
deposit,2638,2638,1
deposit,2639,2639,1
deposit,2640,2640,1
deposit,2641,2641,1
deposit,2642,2642,1
deposit,2643,2643,1
deposit,2644,2644,1
deposit,2645,2645,1
deposit,2646,2646,1
deposit,2647,2647,1
deposit,2648,2648,1
deposit,2649,2649,1
deposit,2650,2650,1
deposit,2651,2651,1
deposit,2652,2652,1
deposit,2653,2653,1
deposit,2654,2654,1
deposit,2655,2655,1
deposit,2656,2656,1
deposit,2657,2657,1
deposit,2658,2658,1
deposit,2659,2659,1
deposit,2660,2660,1
deposit,2661,2661,1
deposit,2662,2662,1
deposit,2663,2663,1
deposit,2664,2664,1
deposit,2665,2665,1
deposit,2666,2666,1
deposit,2667,2667,1
deposit,2668,2668,1
deposit,2669,2669,1
deposit,2670,2670,1
deposit,2671,2671,1
deposit,2672,2672,1
deposit,2673,2673,1
deposit,2674,2674,1
deposit,2675,2675,1
deposit,2676,2676,1
deposit,2677,2677,1
deposit,2678,2678,1
deposit,2679,2679,1
deposit,2680,2680,1
deposit,2681,2681,1
deposit,2682,2682,1
deposit,2683,2683,1
deposit,2684,2684,1
deposit,2685,2685,1
deposit,2686,2686,1
deposit,2687,2687,1
deposit,2688,2688,1
deposit,2689,2689,1
deposit,2690,2690,1
deposit,2691,2691,1
deposit,2692,2692,1
deposit,2693,2693,1
deposit,2694,2694,1
deposit,2695,2695,1
deposit,2696,2696,1
deposit,2697,2697,1
deposit,2698,2698,1
deposit,2699,2699,1
deposit,2700,2700,1
deposit,2701,2701,1
deposit,2702,2702,1
deposit,2703,2703,1
deposit,2704,2704,1
deposit,2705,2705,1
deposit,2706,2706,1
deposit,2707,2707,1
deposit,2708,2708,1
deposit,2709,2709,1
deposit,2710,2710,1
deposit,2711,2711,1
deposit,2712,2712,1
deposit,2713,2713,1
deposit,2714,2714,1
deposit,2715,2715,1
deposit,2716,2716,1
deposit,2717,2717,1
deposit,2718,2718,1
deposit,2719,2719,1
deposit,2720,2720,1
deposit,2721,2721,1
deposit,2722,2722,1
deposit,2723,2723,1
deposit,2724,2724,1
deposit,2725,2725,1
deposit,2726,2726,1
deposit,2727,2727,1
deposit,2728,2728,1
deposit,2729,2729,1
deposit,2730,2730,1
deposit,2731,2731,1
deposit,2732,2732,1
deposit,2733,2733,1
deposit,2734,2734,1
deposit,2735,2735,1
deposit,2736,2736,1
deposit,2737,2737,1
deposit,2738,2738,1
deposit,2739,2739,1
deposit,2740,2740,1
deposit,2741,2741,1
deposit,2742,2742,1
deposit,2743,2743,1
deposit,2744,2744,1
deposit,2745,2745,1
deposit,2746,2746,1
deposit,2747,2747,1
deposit,2748,2748,1
deposit,2749,2749,1
deposit,2750,2750,1
deposit,2751,2751,1
deposit,2752,2752,1
deposit,2753,2753,1
deposit,2754,2754,1
deposit,2755,2755,1
deposit,2756,2756,1
deposit,2757,2757,1
deposit,2758,2758,1
deposit,2759,2759,1
deposit,2760,2760,1
deposit,2761,2761,1
deposit,2762,2762,1
deposit,2763,2763,1
deposit,2764,2764,1
deposit,2765,2765,1
deposit,2766,2766,1
deposit,2767,2767,1
deposit,2768,2768,1
deposit,2769,2769,1
deposit,2770,2770,1
deposit,2771,2771,1
deposit,2772,2772,1
deposit,2773,2773,1
deposit,2774,2774,1
deposit,2775,2775,1
deposit,2776,2776,1
deposit,2777,2777,1
deposit,2778,2778,1
deposit,2779,2779,1
deposit,2780,2780,1
deposit,2781,2781,1
deposit,2782,2782,1
deposit,2783,2783,1
deposit,2784,2784,1
deposit,2785,2785,1
deposit,2786,2786,1
deposit,2787,2787,1
deposit,2788,2788,1
deposit,2789,2789,1
deposit,2790,2790,1
deposit,2791,2791,1
deposit,2792,2792,1
deposit,2793,2793,1
deposit,2794,2794,1
deposit,2795,2795,1
deposit,2796,2796,1
deposit,2797,2797,1
deposit,2798,2798,1
deposit,2799,2799,1
deposit,2800,2800,1
deposit,2801,2801,1
deposit,2802,2802,1
deposit,2803,2803,1
deposit,2804,2804,1
deposit,2805,2805,1
deposit,2806,2806,1
deposit,2807,2807,1
deposit,2808,2808,1
deposit,2809,2809,1
deposit,2810,2810,1
deposit,2811,2811,1
deposit,2812,2812,1
deposit,2813,2813,1
deposit,2814,2814,1
deposit,2815,2815,1
deposit,2816,2816,1
deposit,2817,2817,1
deposit,2818,2818,1
deposit,2819,2819,1
deposit,2820,2820,1
deposit,2821,2821,1
deposit,2822,2822,1
deposit,2823,2823,1
deposit,2824,2824,1
deposit,2825,2825,1
deposit,2826,2826,1
deposit,2827,2827,1
deposit,2828,2828,1
deposit,2829,2829,1
deposit,2830,2830,1
deposit,2831,2831,1
deposit,2832,2832,1
deposit,2833,2833,1
deposit,2834,2834,1
deposit,2835,2835,1
deposit,2836,2836,1
deposit,2837,2837,1
deposit,2838,2838,1
deposit,2839,2839,1
deposit,2840,2840,1
deposit,2841,2841,1
deposit,2842,2842,1
deposit,2843,2843,1
deposit,2844,2844,1
deposit,2845,2845,1
deposit,2846,2846,1
deposit,2847,2847,1
deposit,2848,2848,1
deposit,2849,2849,1
deposit,2850,2850,1
deposit,2851,2851,1
deposit,2852,2852,1
deposit,2853,2853,1
deposit,2854,2854,1
deposit,2855,2855,1
deposit,2856,2856,1
deposit,2857,2857,1
deposit,2858,2858,1
deposit,2859,2859,1
deposit,2860,2860,1
deposit,2861,2861,1
deposit,2862,2862,1
deposit,2863,2863,1
deposit,2864,2864,1
deposit,2865,2865,1
deposit,2866,2866,1
deposit,2867,2867,1
deposit,2868,2868,1
deposit,2869,2869,1
deposit,2870,2870,1
deposit,2871,2871,1
deposit,2872,2872,1
deposit,2873,2873,1
deposit,2874,2874,1
deposit,2875,2875,1
deposit,2876,2876,1
deposit,2877,2877,1
deposit,2878,2878,1
deposit,2879,2879,1
deposit,2880,2880,1
deposit,2881,2881,1
deposit,2882,2882,1
deposit,2883,2883,1
deposit,2884,2884,1
deposit,2885,2885,1
deposit,2886,2886,1
deposit,2887,2887,1
deposit,2888,2888,1
deposit,2889,2889,1
deposit,2890,2890,1
deposit,2891,2891,1
deposit,2892,2892,1
deposit,2893,2893,1
deposit,2894,2894,1
deposit,2895,2895,1
deposit,2896,2896,1
deposit,2897,2897,1
deposit,2898,2898,1
deposit,2899,2899,1
deposit,2900,2900,1
deposit,2901,2901,1
deposit,2902,2902,1
deposit,2903,2903,1
deposit,2904,2904,1
deposit,2905,2905,1
deposit,2906,2906,1
deposit,2907,2907,1
deposit,2908,2908,1
deposit,2909,2909,1
deposit,2910,2910,1
deposit,2911,2911,1
deposit,2912,2912,1
deposit,2913,2913,1
deposit,2914,2914,1
deposit,2915,2915,1
deposit,2916,2916,1
deposit,2917,2917,1
deposit,2918,2918,1
deposit,2919,2919,1
deposit,2920,2920,1
deposit,2921,2921,1
deposit,2922,2922,1
deposit,2923,2923,1
deposit,2924,2924,1
deposit,2925,2925,1
deposit,2926,2926,1
deposit,2927,2927,1
deposit,2928,2928,1
deposit,2929,2929,1
deposit,2930,2930,1
deposit,2931,2931,1
deposit,2932,2932,1
deposit,2933,2933,1
deposit,2934,2934,1
deposit,2935,2935,1
deposit,2936,2936,1
deposit,2937,2937,1
deposit,2938,2938,1
deposit,2939,2939,1
deposit,2940,2940,1
deposit,2941,2941,1
deposit,2942,2942,1
deposit,2943,2943,1
deposit,2944,2944,1
deposit,2945,2945,1
deposit,2946,2946,1
deposit,2947,2947,1
deposit,2948,2948,1
deposit,2949,2949,1
deposit,2950,2950,1
deposit,2951,2951,1
deposit,2952,2952,1
deposit,2953,2953,1
deposit,2954,2954,1
deposit,2955,2955,1
deposit,2956,2956,1
deposit,2957,2957,1
deposit,2958,2958,1
deposit,2959,2959,1
deposit,2960,2960,1
deposit,2961,2961,1
deposit,2962,2962,1
deposit,2963,2963,1
deposit,2964,2964,1
deposit,2965,2965,1
deposit,2966,2966,1
deposit,2967,2967,1
deposit,2968,2968,1
deposit,2969,2969,1
deposit,2970,2970,1
deposit,2971,2971,1
deposit,2972,2972,1
deposit,2973,2973,1
deposit,2974,2974,1
deposit,2975,2975,1
deposit,2976,2976,1
deposit,2977,2977,1
deposit,2978,2978,1
deposit,2979,2979,1
deposit,2980,2980,1
deposit,2981,2981,1
deposit,2982,2982,1
deposit,2983,2983,1
deposit,2984,2984,1
deposit,2985,2985,1
deposit,2986,2986,1
deposit,2987,2987,1
deposit,2988,2988,1
deposit,2989,2989,1
deposit,2990,2990,1
deposit,2991,2991,1
deposit,2992,2992,1
deposit,2993,2993,1
deposit,2994,2994,1
deposit,2995,2995,1
deposit,2996,2996,1
deposit,2997,2997,1
deposit,2998,2998,1
deposit,2999,2999,1
deposit,3000,3000,1
deposit,3001,3001,1
deposit,3002,3002,1
deposit,3003,3003,1
deposit,3004,3004,1
deposit,3005,3005,1
deposit,3006,3006,1
deposit,3007,3007,1
deposit,3008,3008,1
deposit,3009,3009,1
deposit,3010,3010,1
deposit,3011,3011,1
deposit,3012,3012,1
deposit,3013,3013,1
deposit,3014,3014,1
deposit,3015,3015,1
deposit,3016,3016,1
deposit,3017,3017,1
deposit,3018,3018,1
deposit,3019,3019,1
deposit,3020,3020,1
deposit,3021,3021,1
deposit,3022,3022,1
deposit,3023,3023,1
deposit,3024,3024,1
deposit,3025,3025,1
deposit,3026,3026,1
deposit,3027,3027,1
deposit,3028,3028,1
deposit,3029,3029,1
deposit,3030,3030,1
deposit,3031,3031,1
deposit,3032,3032,1
deposit,3033,3033,1
deposit,3034,3034,1
deposit,3035,3035,1
deposit,3036,3036,1
deposit,3037,3037,1
deposit,3038,3038,1
deposit,3039,3039,1
deposit,3040,3040,1
deposit,3041,3041,1
deposit,3042,3042,1
deposit,3043,3043,1
deposit,3044,3044,1
deposit,3045,3045,1
deposit,3046,3046,1
deposit,3047,3047,1
deposit,3048,3048,1
deposit,3049,3049,1
deposit,3050,3050,1
deposit,3051,3051,1
deposit,3052,3052,1
deposit,3053,3053,1
deposit,3054,3054,1
deposit,3055,3055,1
deposit,3056,3056,1
deposit,3057,3057,1
deposit,3058,3058,1
deposit,3059,3059,1
deposit,3060,3060,1
deposit,3061,3061,1
deposit,3062,3062,1
deposit,3063,3063,1
deposit,3064,3064,1
deposit,3065,3065,1
deposit,3066,3066,1
deposit,3067,3067,1
deposit,3068,3068,1
deposit,3069,3069,1
deposit,3070,3070,1
deposit,3071,3071,1
deposit,3072,3072,1
deposit,3073,3073,1
deposit,3074,3074,1
deposit,3075,3075,1
deposit,3076,3076,1
deposit,3077,3077,1
deposit,3078,3078,1
deposit,3079,3079,1
deposit,3080,3080,1
deposit,3081,3081,1
deposit,3082,3082,1
deposit,3083,3083,1
deposit,3084,3084,1
deposit,3085,3085,1
deposit,3086,3086,1
deposit,3087,3087,1
deposit,3088,3088,1
deposit,3089,3089,1
deposit,3090,3090,1
deposit,3091,3091,1
deposit,3092,3092,1
deposit,3093,3093,1
deposit,3094,3094,1
deposit,3095,3095,1
deposit,3096,3096,1
deposit,3097,3097,1
deposit,3098,3098,1
deposit,3099,3099,1
deposit,3100,3100,1
deposit,3101,3101,1
deposit,3102,3102,1
deposit,3103,3103,1
deposit,3104,3104,1
deposit,3105,3105,1
deposit,3106,3106,1
deposit,3107,3107,1
deposit,3108,3108,1
deposit,3109,3109,1
deposit,3110,3110,1
deposit,3111,3111,1
deposit,3112,3112,1
deposit,3113,3113,1
deposit,3114,3114,1
deposit,3115,3115,1
deposit,3116,3116,1
deposit,3117,3117,1
deposit,3118,3118,1
deposit,3119,3119,1
deposit,3120,3120,1
deposit,3121,3121,1
deposit,3122,3122,1
deposit,3123,3123,1
deposit,3124,3124,1
deposit,3125,3125,1
deposit,3126,3126,1
deposit,3127,3127,1
deposit,3128,3128,1
deposit,3129,3129,1
deposit,3130,3130,1
deposit,3131,3131,1
deposit,3132,3132,1
deposit,3133,3133,1
deposit,3134,3134,1
deposit,3135,3135,1
deposit,3136,3136,1
deposit,3137,3137,1
deposit,3138,3138,1
deposit,3139,3139,1
deposit,3140,3140,1
deposit,3141,3141,1
deposit,3142,3142,1
deposit,3143,3143,1
deposit,3144,3144,1
deposit,3145,3145,1
deposit,3146,3146,1
deposit,3147,3147,1
deposit,3148,3148,1
deposit,3149,3149,1
deposit,3150,3150,1
deposit,3151,3151,1
deposit,3152,3152,1
deposit,3153,3153,1
deposit,3154,3154,1
deposit,3155,3155,1
deposit,3156,3156,1
deposit,3157,3157,1
deposit,3158,3158,1
deposit,3159,3159,1
deposit,3160,3160,1
deposit,3161,3161,1
deposit,3162,3162,1
deposit,3163,3163,1
deposit,3164,3164,1
deposit,3165,3165,1
deposit,3166,3166,1
deposit,3167,3167,1
deposit,3168,3168,1
deposit,3169,3169,1
deposit,3170,3170,1
deposit,3171,3171,1
deposit,3172,3172,1
deposit,3173,3173,1
deposit,3174,3174,1
deposit,3175,3175,1
deposit,3176,3176,1
deposit,3177,3177,1
deposit,3178,3178,1
deposit,3179,3179,1
deposit,3180,3180,1
deposit,3181,3181,1
deposit,3182,3182,1
deposit,3183,3183,1
deposit,3184,3184,1
deposit,3185,3185,1
deposit,3186,3186,1
deposit,3187,3187,1
deposit,3188,3188,1
deposit,3189,3189,1
deposit,3190,3190,1
deposit,3191,3191,1
deposit,3192,3192,1
deposit,3193,3193,1
deposit,3194,3194,1
deposit,3195,3195,1
deposit,3196,3196,1
deposit,3197,3197,1
deposit,3198,3198,1
deposit,3199,3199,1
deposit,3200,3200,1
deposit,3201,3201,1
deposit,3202,3202,1
deposit,3203,3203,1
deposit,3204,3204,1
deposit,3205,3205,1
deposit,3206,3206,1
deposit,3207,3207,1
deposit,3208,3208,1
deposit,3209,3209,1
deposit,3210,3210,1
deposit,3211,3211,1
deposit,3212,3212,1
deposit,3213,3213,1
deposit,3214,3214,1
deposit,3215,3215,1
deposit,3216,3216,1
deposit,3217,3217,1
deposit,3218,3218,1
deposit,3219,3219,1
deposit,3220,3220,1
deposit,3221,3221,1
deposit,3222,3222,1
deposit,3223,3223,1
deposit,3224,3224,1
deposit,3225,3225,1
deposit,3226,3226,1
deposit,3227,3227,1
deposit,3228,3228,1
deposit,3229,3229,1
deposit,3230,3230,1
deposit,3231,3231,1
deposit,3232,3232,1
deposit,3233,3233,1
deposit,3234,3234,1
deposit,3235,3235,1
deposit,3236,3236,1
deposit,3237,3237,1
deposit,3238,3238,1
deposit,3239,3239,1
deposit,3240,3240,1
deposit,3241,3241,1
deposit,3242,3242,1
deposit,3243,3243,1
deposit,3244,3244,1
deposit,3245,3245,1
deposit,3246,3246,1
deposit,3247,3247,1
deposit,3248,3248,1
deposit,3249,3249,1
deposit,3250,3250,1
deposit,3251,3251,1
deposit,3252,3252,1
deposit,3253,3253,1
deposit,3254,3254,1
deposit,3255,3255,1
deposit,3256,3256,1
deposit,3257,3257,1
deposit,3258,3258,1
deposit,3259,3259,1
deposit,3260,3260,1
deposit,3261,3261,1
deposit,3262,3262,1
deposit,3263,3263,1
deposit,3264,3264,1
deposit,3265,3265,1
deposit,3266,3266,1
deposit,3267,3267,1
deposit,3268,3268,1
deposit,3269,3269,1
deposit,3270,3270,1
deposit,3271,3271,1
deposit,3272,3272,1
deposit,3273,3273,1
deposit,3274,3274,1
deposit,3275,3275,1
deposit,3276,3276,1
deposit,3277,3277,1
deposit,3278,3278,1
deposit,3279,3279,1
deposit,3280,3280,1
deposit,3281,3281,1
deposit,3282,3282,1
deposit,3283,3283,1
deposit,3284,3284,1
deposit,3285,3285,1
deposit,3286,3286,1
deposit,3287,3287,1
deposit,3288,3288,1
deposit,3289,3289,1
deposit,3290,3290,1
deposit,3291,3291,1
deposit,3292,3292,1
deposit,3293,3293,1
deposit,3294,3294,1
deposit,3295,3295,1
deposit,3296,3296,1
deposit,3297,3297,1
deposit,3298,3298,1
deposit,3299,3299,1
deposit,3300,3300,1
deposit,3301,3301,1
deposit,3302,3302,1
deposit,3303,3303,1
deposit,3304,3304,1
deposit,3305,3305,1
deposit,3306,3306,1
deposit,3307,3307,1
deposit,3308,3308,1
deposit,3309,3309,1
deposit,3310,3310,1
deposit,3311,3311,1
deposit,3312,3312,1
deposit,3313,3313,1
deposit,3314,3314,1
deposit,3315,3315,1
deposit,3316,3316,1
deposit,3317,3317,1
deposit,3318,3318,1
deposit,3319,3319,1
deposit,3320,3320,1
deposit,3321,3321,1
deposit,3322,3322,1
deposit,3323,3323,1
deposit,3324,3324,1
deposit,3325,3325,1
deposit,3326,3326,1
deposit,3327,3327,1
deposit,3328,3328,1
deposit,3329,3329,1
deposit,3330,3330,1
deposit,3331,3331,1
deposit,3332,3332,1
deposit,3333,3333,1
deposit,3334,3334,1
deposit,3335,3335,1
deposit,3336,3336,1
deposit,3337,3337,1
deposit,3338,3338,1
deposit,3339,3339,1
deposit,3340,3340,1
deposit,3341,3341,1
deposit,3342,3342,1
deposit,3343,3343,1
deposit,3344,3344,1
deposit,3345,3345,1
deposit,3346,3346,1
deposit,3347,3347,1
deposit,3348,3348,1
deposit,3349,3349,1
deposit,3350,3350,1
deposit,3351,3351,1
deposit,3352,3352,1
deposit,3353,3353,1
deposit,3354,3354,1
deposit,3355,3355,1
deposit,3356,3356,1
deposit,3357,3357,1
deposit,3358,3358,1
deposit,3359,3359,1
deposit,3360,3360,1
deposit,3361,3361,1
deposit,3362,3362,1
deposit,3363,3363,1
deposit,3364,3364,1
deposit,3365,3365,1
deposit,3366,3366,1
deposit,3367,3367,1
deposit,3368,3368,1
deposit,3369,3369,1
deposit,3370,3370,1
deposit,3371,3371,1
deposit,3372,3372,1
deposit,3373,3373,1
deposit,3374,3374,1
deposit,3375,3375,1
deposit,3376,3376,1
deposit,3377,3377,1
deposit,3378,3378,1
deposit,3379,3379,1
deposit,3380,3380,1
deposit,3381,3381,1
deposit,3382,3382,1
deposit,3383,3383,1
deposit,3384,3384,1
deposit,3385,3385,1
deposit,3386,3386,1
deposit,3387,3387,1
deposit,3388,3388,1
deposit,3389,3389,1
deposit,3390,3390,1
deposit,3391,3391,1
deposit,3392,3392,1
deposit,3393,3393,1
deposit,3394,3394,1
deposit,3395,3395,1
deposit,3396,3396,1
deposit,3397,3397,1
deposit,3398,3398,1
deposit,3399,3399,1
deposit,3400,3400,1
deposit,3401,3401,1
deposit,3402,3402,1
deposit,3403,3403,1
deposit,3404,3404,1
deposit,3405,3405,1
deposit,3406,3406,1
deposit,3407,3407,1
deposit,3408,3408,1
deposit,3409,3409,1
deposit,3410,3410,1
deposit,3411,3411,1
deposit,3412,3412,1
deposit,3413,3413,1
deposit,3414,3414,1
deposit,3415,3415,1
deposit,3416,3416,1
deposit,3417,3417,1
deposit,3418,3418,1
deposit,3419,3419,1
deposit,3420,3420,1
deposit,3421,3421,1
deposit,3422,3422,1
deposit,3423,3423,1
deposit,3424,3424,1
deposit,3425,3425,1
deposit,3426,3426,1
deposit,3427,3427,1
deposit,3428,3428,1
deposit,3429,3429,1
deposit,3430,3430,1
deposit,3431,3431,1
deposit,3432,3432,1
deposit,3433,3433,1
deposit,3434,3434,1
deposit,3435,3435,1
deposit,3436,3436,1
deposit,3437,3437,1
deposit,3438,3438,1
deposit,3439,3439,1
deposit,3440,3440,1
deposit,3441,3441,1
deposit,3442,3442,1
deposit,3443,3443,1
deposit,3444,3444,1
deposit,3445,3445,1
deposit,3446,3446,1
deposit,3447,3447,1
deposit,3448,3448,1
deposit,3449,3449,1
deposit,3450,3450,1
deposit,3451,3451,1
deposit,3452,3452,1
deposit,3453,3453,1
deposit,3454,3454,1
deposit,3455,3455,1
deposit,3456,3456,1
deposit,3457,3457,1
deposit,3458,3458,1
deposit,3459,3459,1
deposit,3460,3460,1
deposit,3461,3461,1
deposit,3462,3462,1
deposit,3463,3463,1
deposit,3464,3464,1
deposit,3465,3465,1
deposit,3466,3466,1
deposit,3467,3467,1
deposit,3468,3468,1
deposit,3469,3469,1
deposit,3470,3470,1
deposit,3471,3471,1
deposit,3472,3472,1
deposit,3473,3473,1
deposit,3474,3474,1
deposit,3475,3475,1
deposit,3476,3476,1
deposit,3477,3477,1
deposit,3478,3478,1
deposit,3479,3479,1
deposit,3480,3480,1
deposit,3481,3481,1
deposit,3482,3482,1
deposit,3483,3483,1
deposit,3484,3484,1
deposit,3485,3485,1
deposit,3486,3486,1
deposit,3487,3487,1
deposit,3488,3488,1
deposit,3489,3489,1
deposit,3490,3490,1
deposit,3491,3491,1
deposit,3492,3492,1
deposit,3493,3493,1
deposit,3494,3494,1
deposit,3495,3495,1
deposit,3496,3496,1
deposit,3497,3497,1
deposit,3498,3498,1
deposit,3499,3499,1
deposit,3500,3500,1
deposit,3501,3501,1
deposit,3502,3502,1
deposit,3503,3503,1
deposit,3504,3504,1
deposit,3505,3505,1
deposit,3506,3506,1
deposit,3507,3507,1
deposit,3508,3508,1
deposit,3509,3509,1
deposit,3510,3510,1
deposit,3511,3511,1
deposit,3512,3512,1
deposit,3513,3513,1
deposit,3514,3514,1
deposit,3515,3515,1
deposit,3516,3516,1
deposit,3517,3517,1
deposit,3518,3518,1
deposit,3519,3519,1
deposit,3520,3520,1
deposit,3521,3521,1
deposit,3522,3522,1
deposit,3523,3523,1
deposit,3524,3524,1
deposit,3525,3525,1
deposit,3526,3526,1
deposit,3527,3527,1
deposit,3528,3528,1
deposit,3529,3529,1
deposit,3530,3530,1
deposit,3531,3531,1
deposit,3532,3532,1
deposit,3533,3533,1
deposit,3534,3534,1
deposit,3535,3535,1
deposit,3536,3536,1
deposit,3537,3537,1
deposit,3538,3538,1
deposit,3539,3539,1
deposit,3540,3540,1
deposit,3541,3541,1
deposit,3542,3542,1
deposit,3543,3543,1
deposit,3544,3544,1
deposit,3545,3545,1
deposit,3546,3546,1
deposit,3547,3547,1
deposit,3548,3548,1
deposit,3549,3549,1
deposit,3550,3550,1
deposit,3551,3551,1
deposit,3552,3552,1
deposit,3553,3553,1
deposit,3554,3554,1
deposit,3555,3555,1
deposit,3556,3556,1
deposit,3557,3557,1
deposit,3558,3558,1
deposit,3559,3559,1
deposit,3560,3560,1
deposit,3561,3561,1
deposit,3562,3562,1
deposit,3563,3563,1
deposit,3564,3564,1
deposit,3565,3565,1
deposit,3566,3566,1
deposit,3567,3567,1
deposit,3568,3568,1
deposit,3569,3569,1
deposit,3570,3570,1
deposit,3571,3571,1
deposit,3572,3572,1
